LearningStyle_Cluster,Performance_Cluster,Affective_Cluster,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningPerformance_Cluster,LearningStyle,Motivation,OnlineCourses,Resources,StressLevel,StudyHours
0,0,2,28,56,60,1,0,54,1,3,0,1,0,2,1,8,1,0,18
0,0,2,18,58,60,0,1,46,1,3,0,1,0,0,1,5,1,0,18
3,3,2,19,81,60,0,1,100,1,0,0,1,3,2,1,15,1,1,18
3,1,1,23,63,99,1,0,74,0,1,1,1,1,0,1,17,1,2,23
3,1,1,18,55,99,1,1,93,0,0,1,1,1,3,1,10,1,0,23
3,1,1,23,63,99,1,0,74,1,1,1,1,1,0,0,17,1,2,23
3,1,1,18,55,99,1,1,93,1,0,1,1,1,3,0,10,1,0,23
3,1,1,23,63,99,1,0,74,1,1,1,1,1,0,2,17,0,2,23
3,1,1,18,55,99,1,1,93,1,0,1,1,1,3,2,10,0,0,23
3,1,1,23,63,99,1,0,74,1,1,1,1,1,0,1,17,1,2,23
3,1,1,18,55,99,1,1,93,1,0,1,1,1,3,1,10,1,0,23
3,1,1,23,63,99,1,0,74,0,1,1,0,1,0,1,17,2,2,23
1,1,1,18,55,99,1,1,93,0,0,1,0,1,3,1,10,2,0,23
2,1,1,23,63,99,1,0,74,0,1,1,1,1,0,1,17,0,2,23
2,1,1,18,55,99,1,1,93,0,0,1,1,1,3,1,10,0,0,23
3,0,1,21,74,95,1,1,41,0,3,1,1,0,3,2,19,1,0,11
3,0,1,29,68,95,1,1,58,0,2,1,1,0,1,2,16,1,2,11
3,0,1,21,74,95,1,1,41,1,3,1,1,0,3,2,19,1,0,11
3,0,1,29,68,95,1,1,58,1,2,1,1,0,1,2,16,1,2,11
3,0,1,21,74,95,1,1,41,1,3,1,1,0,3,0,19,1,0,11
3,0,1,29,68,95,1,1,58,1,2,1,1,0,1,0,16,1,2,11
3,2,0,27,97,74,1,1,61,1,2,0,1,2,3,2,11,0,2,13
3,2,0,27,97,74,1,1,61,1,2,0,1,2,3,0,11,2,2,13
3,3,1,26,93,96,0,1,85,1,0,1,0,3,2,1,20,2,1,30
1,3,1,23,100,96,0,1,75,1,1,1,0,3,1,1,3,2,2,30
3,2,1,29,97,96,1,1,54,1,3,1,0,2,2,1,17,2,0,30
1,0,1,29,75,96,0,0,44,1,3,1,0,0,2,1,7,2,1,30
3,3,1,26,96,96,1,0,84,1,1,1,0,3,2,1,18,2,2,30
3,0,1,19,67,96,1,0,60,1,2,1,0,0,3,1,16,2,2,30
2,3,1,26,93,96,0,1,85,1,0,1,0,3,2,2,20,0,1,30
0,3,1,23,100,96,0,1,75,1,1,1,0,3,1,2,3,0,2,30
3,2,1,29,97,96,1,1,54,1,3,1,0,2,2,2,17,0,0,30
1,0,1,29,75,96,0,0,44,1,3,1,0,0,2,2,7,0,1,30
3,3,1,26,96,96,1,0,84,1,1,1,0,3,2,2,18,0,2,30
3,0,1,19,67,96,1,0,60,1,2,1,0,0,3,2,16,0,2,30
0,0,1,23,54,93,1,1,63,1,2,0,1,0,2,0,4,2,2,33
3,3,1,29,90,93,0,1,99,1,0,0,1,3,0,0,16,2,2,33
0,0,1,27,70,93,1,1,44,1,3,0,1,0,3,0,5,2,1,33
1,0,1,20,52,93,0,1,67,1,2,0,1,0,2,0,1,2,2,33
0,0,1,23,54,93,1,1,63,1,2,0,1,0,2,2,4,1,2,33
3,3,1,29,90,93,0,1,99,1,0,0,1,3,0,2,16,1,2,33
0,0,1,27,70,93,1,1,44,1,3,0,1,0,3,2,5,1,1,33
0,0,1,20,52,93,0,1,67,1,2,0,1,0,2,2,1,1,2,33
0,0,1,23,54,93,1,1,63,0,2,0,1,0,2,1,4,1,2,33
2,3,1,29,90,93,0,1,99,0,0,0,1,3,0,1,16,1,2,33
0,0,1,27,70,93,1,1,44,0,3,0,1,0,3,1,5,1,1,33
1,0,1,20,52,93,0,1,67,0,2,0,1,0,2,1,1,1,2,33
3,1,1,26,56,89,0,1,97,1,0,0,1,1,2,2,14,1,2,17
2,1,1,26,56,89,0,1,97,1,0,0,0,1,2,1,14,0,2,17
2,1,1,26,56,89,0,1,97,0,0,0,1,1,2,1,14,1,2,17
3,1,1,26,56,89,0,1,97,1,0,0,1,1,2,2,14,1,2,17
3,1,1,26,56,89,0,1,97,1,0,0,1,1,2,1,14,1,2,17
3,0,0,18,62,69,1,1,64,1,2,1,1,0,2,1,16,1,2,16
3,2,0,20,80,69,1,1,56,1,2,1,1,2,0,1,12,1,2,16
3,0,0,18,62,69,1,1,64,1,2,1,1,0,2,1,16,2,2,16
3,2,0,20,80,69,1,1,56,1,2,1,1,2,0,1,12,2,2,16
3,0,0,18,62,69,1,1,64,1,2,1,1,0,2,1,16,1,2,16
3,2,0,20,80,69,1,1,56,1,2,1,1,2,0,1,12,1,2,16
3,0,0,18,62,69,1,1,64,0,2,1,1,0,2,0,16,1,2,16
3,2,0,20,80,69,1,1,56,0,2,1,1,2,0,0,12,1,2,16
1,0,1,23,71,99,0,1,66,1,2,1,1,0,1,2,2,2,0,8
2,0,1,18,53,99,0,1,54,1,3,1,1,0,2,2,13,2,2,8
1,0,1,22,59,99,0,1,52,1,3,1,1,0,0,2,6,2,2,8
2,2,1,27,82,99,0,1,44,1,3,1,1,2,3,2,13,2,2,8
2,3,2,28,97,62,0,1,94,0,0,0,1,3,2,1,13,2,1,21
2,3,0,28,97,62,0,1,94,0,0,0,1,3,2,0,13,1,1,21
2,3,2,28,97,62,0,1,94,1,0,0,1,3,2,1,13,0,1,21
2,3,0,28,97,62,0,1,94,1,0,0,1,3,2,0,13,0,1,21
2,3,2,28,97,62,0,1,94,0,0,0,1,3,2,1,13,0,1,21
3,3,2,28,97,62,0,1,94,1,0,0,1,3,2,1,13,1,1,21
3,3,0,28,97,62,0,1,94,1,0,0,0,3,2,0,13,2,1,21
2,3,2,28,97,62,0,1,94,0,0,0,1,3,2,1,13,1,1,21
2,2,1,29,90,88,1,1,46,0,3,0,1,2,3,2,18,0,2,27
2,3,1,21,86,88,1,1,88,0,0,0,1,3,0,2,20,0,2,27
3,2,1,29,90,88,1,1,46,1,3,0,1,2,3,1,18,1,2,27
3,3,1,21,86,88,1,1,88,1,0,0,1,3,0,1,20,1,2,27
3,2,1,29,90,88,1,1,46,1,3,0,1,2,3,1,18,2,2,27
3,3,1,21,86,88,1,1,88,1,0,0,1,3,0,1,20,2,2,27
3,2,1,29,90,88,1,1,46,0,3,0,1,2,3,1,18,2,2,27
3,3,1,21,86,88,1,1,88,0,0,0,1,3,0,1,20,2,2,27
0,3,1,22,79,82,1,1,87,0,0,1,1,3,3,2,8,1,2,13
1,3,0,22,79,82,1,1,87,0,0,1,1,3,3,0,8,2,2,13
1,3,0,22,79,82,1,1,87,0,0,1,1,3,3,0,8,2,2,13
1,3,0,18,89,70,0,1,81,1,1,1,1,3,2,2,0,2,2,23
0,0,0,22,55,70,1,1,52,1,3,1,1,0,3,2,6,2,0,23
0,0,0,26,54,70,1,0,40,1,3,1,1,0,3,2,3,2,2,23
0,3,0,18,89,70,0,1,81,1,1,1,1,3,2,1,0,1,2,23
0,0,2,22,55,70,1,1,52,1,3,1,1,0,3,1,6,1,0,23
0,0,0,26,54,70,1,0,40,1,3,1,1,0,3,1,3,1,2,23
1,0,0,28,74,61,0,1,43,0,3,0,1,0,1,1,10,1,2,19
3,0,2,21,71,61,1,1,42,0,3,0,1,0,2,1,17,1,1,19
2,0,0,28,74,61,0,1,43,0,3,0,1,0,1,1,10,0,2,19
2,0,2,21,71,61,1,1,42,0,3,0,1,0,2,1,17,0,1,19
1,0,0,28,74,61,0,1,43,1,3,0,1,0,1,2,10,2,2,19
3,0,2,21,71,61,1,1,42,1,3,0,1,0,2,2,17,2,1,19
2,0,0,28,74,61,0,1,43,1,3,0,0,0,1,0,10,0,2,19
3,0,0,21,71,61,1,1,42,1,3,0,0,0,2,0,17,0,1,19
3,0,0,28,74,61,0,1,43,1,3,0,0,0,1,0,10,1,2,19
3,0,0,21,71,61,1,1,42,1,3,0,0,0,2,0,17,1,1,19
1,0,0,28,74,61,0,1,43,0,3,0,1,0,1,0,10,1,2,19
3,0,0,21,71,61,1,1,42,0,3,0,1,0,2,0,17,1,1,19
0,1,0,26,67,68,1,1,88,1,0,1,1,1,1,2,6,1,0,36
0,2,0,21,77,68,0,0,61,1,2,1,1,2,1,2,0,1,0,36
0,0,0,21,67,68,1,1,61,1,2,1,1,0,2,2,6,1,2,36
0,2,2,21,100,68,1,1,63,1,2,1,1,2,1,2,5,1,1,36
1,1,0,19,58,70,0,1,92,0,0,1,1,1,2,2,4,2,2,11
2,2,0,18,84,70,1,1,64,0,2,1,1,2,3,2,14,2,2,11
1,1,2,18,52,70,0,0,93,0,0,1,1,1,0,2,6,2,1,11
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,0,17,1,2,22
0,3,1,18,100,88,0,1,92,1,0,1,1,3,3,0,5,1,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,0,8,1,0,22
0,0,2,21,70,88,0,1,50,1,3,1,1,0,2,0,1,1,1,22
3,0,1,20,50,88,1,1,45,0,3,1,0,0,3,1,17,1,2,22
1,3,1,18,100,88,0,1,92,0,0,1,0,3,3,1,5,1,2,22
0,0,1,27,75,88,1,0,46,0,3,1,0,0,0,1,8,1,0,22
1,0,2,21,70,88,0,1,50,0,3,1,0,0,2,1,1,1,1,22
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,1,17,1,2,22
0,3,1,18,100,88,0,1,92,1,0,1,1,3,3,1,5,1,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,1,8,1,0,22
0,0,2,21,70,88,0,1,50,1,3,1,1,0,2,1,1,1,1,22
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,1,17,2,2,22
1,3,1,18,100,88,0,1,92,1,0,1,1,3,3,1,5,2,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,1,8,2,0,22
1,0,2,21,70,88,0,1,50,1,3,1,1,0,2,1,1,2,1,22
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,0,17,1,2,22
0,3,1,18,100,88,0,1,92,1,0,1,1,3,3,0,5,1,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,0,8,1,0,22
0,0,2,21,70,88,0,1,50,1,3,1,1,0,2,0,1,1,1,22
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,0,17,1,2,22
0,3,1,18,100,88,0,1,92,1,0,1,1,3,3,0,5,1,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,0,8,1,0,22
0,0,2,21,70,88,0,1,50,1,3,1,1,0,2,0,1,1,1,22
3,0,1,20,50,88,1,1,45,0,3,1,1,0,3,0,17,1,2,22
1,3,1,18,100,88,0,1,92,0,0,1,1,3,3,0,5,1,2,22
0,0,1,27,75,88,1,0,46,0,3,1,1,0,0,0,8,1,0,22
1,0,2,21,70,88,0,1,50,0,3,1,1,0,2,0,1,1,1,22
3,0,1,20,50,88,1,1,45,1,3,1,1,0,3,0,17,0,2,22
1,3,1,18,100,88,0,1,92,1,0,1,1,3,3,0,5,0,2,22
0,0,1,27,75,88,1,0,46,1,3,1,1,0,0,0,8,0,0,22
0,0,2,21,70,88,0,1,50,1,3,1,1,0,2,0,1,0,1,22
2,3,1,22,92,83,0,0,99,0,0,0,1,3,3,1,18,0,2,18
2,0,1,28,55,83,1,1,43,0,3,0,1,0,1,1,14,0,2,18
0,0,1,19,73,83,1,0,48,0,3,0,1,0,3,1,4,0,2,18
2,3,0,22,92,83,0,0,99,1,0,0,0,3,3,0,18,2,2,18
3,0,0,28,55,83,1,1,43,1,3,0,0,0,1,0,14,2,2,18
0,0,0,19,73,83,1,0,48,1,3,0,0,0,3,0,4,2,2,18
2,3,1,22,92,83,0,0,99,0,0,0,1,3,3,1,18,1,2,18
3,0,1,28,55,83,1,1,43,0,3,0,1,0,1,1,14,1,2,18
0,0,1,19,73,83,1,0,48,0,3,0,1,0,3,1,4,1,2,18
2,3,0,22,92,83,0,0,99,0,0,0,1,3,3,0,18,2,2,18
2,0,0,28,55,83,1,1,43,0,3,0,1,0,1,0,14,2,2,18
1,0,0,19,73,83,1,0,48,0,3,0,1,0,3,0,4,2,2,18
2,2,1,27,91,77,0,1,59,0,2,1,1,2,0,1,10,0,2,20
1,0,2,24,75,77,0,1,55,0,2,1,1,0,2,1,4,0,1,20
2,3,1,24,84,77,0,1,100,0,0,1,1,3,1,1,9,0,2,20
1,2,1,27,91,77,0,1,59,0,2,1,1,2,0,1,10,1,2,20
1,0,2,24,75,77,0,1,55,0,2,1,1,0,2,1,4,1,1,20
1,3,1,24,84,77,0,1,100,0,0,1,1,3,1,1,9,1,2,20
1,2,0,27,91,77,0,1,59,1,2,1,1,2,0,2,10,2,2,20
1,0,2,24,75,77,0,1,55,1,2,1,1,0,2,2,4,2,1,20
1,3,0,24,84,77,0,1,100,1,0,1,1,3,1,2,9,2,2,20
2,2,0,27,91,77,0,1,59,1,2,1,1,2,0,2,10,0,2,20
0,0,2,24,75,77,0,1,55,1,2,1,1,0,2,2,4,0,1,20
2,3,0,24,84,77,0,1,100,1,0,1,1,3,1,2,9,0,2,20
1,2,1,27,91,77,0,1,59,0,2,1,1,2,0,1,10,2,2,20
1,0,2,24,75,77,0,1,55,0,2,1,1,0,2,1,4,2,1,20
1,3,1,24,84,77,0,1,100,0,0,1,1,3,1,1,9,2,2,20
0,0,1,20,54,94,0,1,44,1,3,0,1,0,2,1,8,1,0,20
0,0,1,20,54,94,0,1,44,1,3,0,1,0,2,0,8,1,0,20
1,0,1,20,54,94,0,1,44,1,3,0,1,0,2,0,8,2,0,20
0,0,1,20,54,94,0,1,44,1,3,0,1,0,2,2,8,1,0,20
1,0,1,20,54,94,0,1,44,0,3,0,1,0,2,1,8,1,0,20
1,0,1,20,54,94,0,1,44,0,3,0,1,0,2,0,8,1,0,20
1,0,1,20,54,94,0,1,44,0,3,0,1,0,2,2,8,1,0,20
1,0,1,20,54,94,0,1,44,1,3,0,1,0,2,2,8,2,0,20
1,0,1,20,54,94,0,1,44,1,3,0,1,0,2,0,8,2,0,20
0,0,1,20,54,94,0,1,44,1,3,0,1,0,2,0,8,1,0,20
2,0,0,27,55,65,0,1,56,1,2,0,1,0,2,1,17,2,2,9
0,1,2,24,60,65,1,1,81,1,1,0,1,1,2,1,5,2,1,9
0,0,0,19,56,65,1,0,61,1,2,0,1,0,0,1,9,2,2,9
1,2,0,19,91,65,0,1,57,1,2,0,1,2,3,1,12,2,2,9
2,0,0,23,63,65,0,1,43,1,3,0,1,0,0,1,16,2,2,9
0,0,2,27,61,65,1,0,64,1,2,0,1,0,3,1,0,2,0,9
0,1,2,23,54,65,1,0,99,1,0,0,1,1,2,1,2,2,1,9
0,2,2,29,97,77,1,0,49,1,3,0,1,2,2,0,0,1,1,28
0,2,2,29,97,77,1,0,49,1,3,0,1,2,2,0,0,2,1,28
0,2,2,29,97,77,1,0,49,0,3,0,1,2,2,2,0,1,1,28
3,0,1,26,56,97,0,1,65,1,2,0,1,0,3,1,15,2,2,39
0,2,1,28,93,97,1,1,42,1,3,0,1,2,3,1,2,2,2,39
0,0,1,27,50,97,1,1,42,1,3,0,1,0,3,1,1,2,0,39
0,3,1,29,78,97,1,1,79,1,1,0,1,3,0,1,7,2,2,39
3,0,1,22,55,97,1,1,65,1,2,0,1,0,2,1,15,2,2,39
1,0,1,29,58,81,0,1,41,1,3,1,1,0,3,1,4,2,2,26
1,0,1,21,68,81,0,1,50,1,3,1,1,0,0,1,7,2,2,26
3,2,2,29,82,81,1,1,56,1,2,1,1,2,3,1,13,2,1,26
1,0,0,29,58,81,0,1,41,0,3,1,1,0,3,0,4,1,2,26
1,0,0,21,68,81,0,1,50,0,3,1,1,0,0,0,7,1,2,26
3,2,2,29,82,81,1,1,56,0,2,1,1,2,3,0,13,1,1,26
0,2,1,19,81,88,0,1,43,1,3,0,1,2,2,1,6,1,2,22
0,0,1,25,64,88,0,1,45,1,3,0,1,0,2,1,8,1,0,22
3,3,1,24,84,88,1,0,93,1,0,0,1,3,1,1,17,1,2,22
1,2,1,19,81,88,0,1,43,1,3,0,1,2,2,1,6,0,2,22
1,0,1,25,64,88,0,1,45,1,3,0,1,0,2,1,8,0,0,22
3,3,1,24,84,88,1,0,93,1,0,0,1,3,1,1,17,0,2,22
3,0,1,19,59,93,1,1,63,1,2,0,0,0,0,1,19,1,2,24
0,1,1,23,67,93,0,1,73,1,1,0,0,1,3,1,4,1,2,24
3,0,1,19,59,93,1,1,63,0,2,0,1,0,0,1,19,2,2,24
1,1,1,23,67,93,0,1,73,0,1,0,1,1,3,1,4,2,2,24
3,0,1,19,59,93,1,1,63,1,2,0,1,0,0,2,19,1,2,24
0,1,1,23,67,93,0,1,73,1,1,0,1,1,3,2,4,1,2,24
3,0,1,19,59,93,1,1,63,1,2,0,1,0,0,0,19,1,2,24
0,1,1,23,67,93,0,1,73,1,1,0,1,1,3,0,4,1,2,24
3,0,1,19,59,93,1,1,63,1,2,0,1,0,0,1,19,0,2,24
0,1,1,23,67,93,0,1,73,1,1,0,1,1,3,1,4,0,2,24
3,0,1,19,59,93,1,1,63,0,2,0,1,0,0,0,19,2,2,24
1,1,1,23,67,93,0,1,73,0,1,0,1,1,3,0,4,2,2,24
3,0,1,19,59,93,1,1,63,1,2,0,1,0,0,1,19,2,2,24
1,1,1,23,67,93,0,1,73,1,1,0,1,1,3,1,4,2,2,24
3,0,1,19,59,93,1,1,63,1,2,0,1,0,0,0,19,2,2,24
1,1,1,23,67,93,0,1,73,1,1,0,1,1,3,0,4,2,2,24
1,2,0,20,93,85,1,1,45,0,3,1,1,2,2,0,9,2,0,27
1,2,0,21,99,85,1,1,44,0,3,1,1,2,1,0,10,2,2,27
0,2,1,20,93,85,1,1,45,1,3,1,1,2,2,1,9,1,0,27
3,2,1,21,99,85,1,1,44,1,3,1,1,2,1,1,10,1,2,27
0,2,0,28,97,60,1,1,55,1,2,0,1,2,2,0,2,1,2,20
3,2,0,24,81,60,1,0,57,1,2,0,1,2,0,0,17,1,2,20
0,2,0,29,78,60,0,1,47,1,3,0,1,2,3,0,0,1,2,20
3,2,0,28,82,60,1,1,62,1,2,0,1,2,1,0,15,1,2,20
0,2,0,21,85,60,1,1,53,1,3,0,1,2,3,0,0,1,1,20
3,3,0,19,76,60,1,1,89,1,0,0,1,3,0,0,15,1,1,20
0,2,0,28,97,60,1,1,55,1,2,0,1,2,2,1,2,1,2,20
3,2,0,24,81,60,1,0,57,1,2,0,1,2,0,1,17,1,2,20
0,2,0,29,78,60,0,1,47,1,3,0,1,2,3,1,0,1,2,20
3,2,0,28,82,60,1,1,62,1,2,0,1,2,1,1,15,1,2,20
0,2,2,21,85,60,1,1,53,1,3,0,1,2,3,1,0,1,1,20
3,3,2,19,76,60,1,1,89,1,0,0,1,3,0,1,15,1,1,20
0,2,0,28,97,60,1,1,55,1,2,0,1,2,2,1,2,0,2,20
3,2,0,24,81,60,1,0,57,1,2,0,1,2,0,1,17,0,2,20
0,2,0,29,78,60,0,1,47,1,3,0,1,2,3,1,0,0,2,20
3,2,0,28,82,60,1,1,62,1,2,0,1,2,1,1,15,0,2,20
0,2,2,21,85,60,1,1,53,1,3,0,1,2,3,1,0,0,1,20
3,3,2,19,76,60,1,1,89,1,0,0,1,3,0,1,15,0,1,20
0,2,1,19,87,79,1,1,43,1,3,0,1,2,0,1,1,1,2,25
3,0,2,18,50,79,1,0,59,1,2,0,1,0,2,1,15,1,1,25
0,1,1,27,74,79,1,0,99,1,0,0,1,1,2,1,8,1,2,25
3,3,2,29,100,79,1,0,91,1,0,0,1,3,3,1,15,1,1,25
0,1,2,19,57,79,1,0,73,1,1,0,1,1,3,1,2,1,1,25
0,2,1,19,87,79,1,1,43,1,3,0,1,2,0,1,1,1,2,25
3,0,2,18,50,79,1,0,59,1,2,0,1,0,2,1,15,1,1,25
0,1,1,27,74,79,1,0,99,1,0,0,1,1,2,1,8,1,2,25
3,3,2,29,100,79,1,0,91,1,0,0,1,3,3,1,15,1,1,25
0,1,2,19,57,79,1,0,73,1,1,0,1,1,3,1,2,1,1,25
0,3,1,19,95,88,1,1,73,1,1,0,1,3,1,1,5,1,2,25
0,3,1,29,100,88,1,1,85,1,0,0,1,3,2,1,2,1,2,25
0,3,1,19,95,88,1,1,73,1,1,0,1,3,1,0,5,0,2,25
0,3,1,29,100,88,1,1,85,1,0,0,1,3,2,0,2,0,2,25
1,3,1,19,95,88,1,1,73,0,1,0,1,3,1,1,5,2,2,25
1,3,1,29,100,88,1,1,85,0,0,0,1,3,2,1,2,2,2,25
0,3,1,19,95,88,1,1,73,1,1,0,1,3,1,1,5,2,2,25
0,3,1,29,100,88,1,1,85,1,0,0,1,3,2,1,2,2,2,25
0,3,1,19,95,88,1,1,73,1,1,0,1,3,1,0,5,1,2,25
0,3,1,29,100,88,1,1,85,1,0,0,1,3,2,0,2,1,2,25
0,0,2,22,69,70,1,0,62,0,2,0,1,0,2,2,9,1,1,27
0,0,0,23,62,70,1,0,66,0,2,0,1,0,0,2,6,1,0,27
0,0,0,22,69,70,1,0,62,0,2,0,1,0,2,0,9,1,1,27
0,0,0,23,62,70,1,0,66,0,2,0,1,0,0,0,6,1,0,27
1,3,1,26,87,94,0,1,81,0,1,1,1,3,3,1,6,0,1,24
1,2,1,25,90,94,1,1,40,0,3,1,1,2,2,1,8,0,1,24
1,3,1,26,87,94,0,1,81,0,1,1,1,3,3,1,6,1,1,24
0,2,1,25,90,94,1,1,40,0,3,1,1,2,2,1,8,1,1,24
1,3,1,26,87,94,0,1,81,0,1,1,1,3,3,0,6,1,1,24
0,2,1,25,90,94,1,1,40,0,3,1,1,2,2,0,8,1,1,24
3,1,1,19,68,96,1,1,72,1,1,1,1,1,0,0,20,2,1,22
1,0,1,20,67,96,0,1,41,1,3,1,1,0,0,0,2,2,2,22
2,1,1,19,68,96,1,1,72,0,1,1,1,1,0,2,20,0,1,22
1,0,1,20,67,96,0,1,41,0,3,1,1,0,0,2,2,0,2,22
3,1,1,19,68,96,1,1,72,1,1,1,1,1,0,2,20,2,1,22
1,0,1,20,67,96,0,1,41,1,3,1,1,0,0,2,2,2,2,22
2,1,1,19,68,96,1,1,72,0,1,1,0,1,0,1,20,2,1,22
1,0,1,20,67,96,0,1,41,0,3,1,0,0,0,1,2,2,2,22
0,3,1,27,89,99,1,1,81,1,1,1,1,3,0,1,2,1,2,15
3,0,1,29,61,99,1,1,48,1,3,1,1,0,0,1,10,1,1,15
3,0,1,21,62,99,1,0,61,1,2,1,1,0,1,1,13,1,0,15
0,3,1,27,89,99,1,1,81,1,1,1,1,3,0,2,2,2,2,15
3,0,1,29,61,99,1,1,48,1,3,1,1,0,0,2,10,2,1,15
3,0,1,21,62,99,1,0,61,1,2,1,1,0,1,2,13,2,0,15
0,3,1,27,89,99,1,1,81,1,1,1,0,3,0,2,2,2,2,15
3,0,1,29,61,99,1,1,48,1,3,1,0,0,0,2,10,2,1,15
3,0,1,21,62,99,1,0,61,1,2,1,0,0,1,2,13,2,0,15
0,3,1,27,89,99,1,1,81,1,1,1,1,3,0,0,2,1,2,15
3,0,1,29,61,99,1,1,48,1,3,1,1,0,0,0,10,1,1,15
3,0,1,21,62,99,1,0,61,1,2,1,1,0,1,0,13,1,0,15
0,3,1,27,89,99,1,1,81,1,1,1,1,3,0,1,2,1,2,15
3,0,1,29,61,99,1,1,48,1,3,1,1,0,0,1,10,1,1,15
3,0,1,21,62,99,1,0,61,1,2,1,1,0,1,1,13,1,0,15
0,3,1,27,89,99,1,1,81,0,1,1,1,3,0,0,2,1,2,15
3,0,1,29,61,99,1,1,48,0,3,1,1,0,0,0,10,1,1,15
3,0,1,21,62,99,1,0,61,0,2,1,1,0,1,0,13,1,0,15
1,1,2,26,72,82,0,1,83,0,1,0,1,1,1,1,7,1,1,19
0,2,2,19,78,82,1,1,69,0,2,0,1,2,0,1,1,1,1,19
1,3,2,18,78,82,0,1,76,0,1,0,1,3,2,1,3,1,1,19
0,1,2,26,72,82,0,1,83,1,1,0,1,1,1,2,7,1,1,19
0,2,2,19,78,82,1,1,69,1,2,0,1,2,0,2,1,1,1,19
0,3,2,18,78,82,0,1,76,1,1,0,1,3,2,2,3,1,1,19
1,1,2,26,72,82,0,1,83,0,1,0,1,1,1,0,7,1,1,19
0,2,2,19,78,82,1,1,69,0,2,0,1,2,0,0,1,1,1,19
1,3,2,18,78,82,0,1,76,0,1,0,1,3,2,0,3,1,1,19
1,1,2,26,72,82,0,1,83,0,1,0,1,1,1,1,7,0,1,19
0,2,2,19,78,82,1,1,69,0,2,0,1,2,0,1,1,0,1,19
1,3,2,18,78,82,0,1,76,0,1,0,1,3,2,1,3,0,1,19
0,1,2,26,72,82,0,1,83,1,1,0,1,1,1,0,7,1,1,19
0,2,2,19,78,82,1,1,69,1,2,0,1,2,0,0,1,1,1,19
0,3,2,18,78,82,0,1,76,1,1,0,1,3,2,0,3,1,1,19
1,1,2,26,72,82,0,1,83,0,1,0,1,1,1,1,7,2,1,19
1,2,2,19,78,82,1,1,69,0,2,0,1,2,0,1,1,2,1,19
1,3,2,18,78,82,0,1,76,0,1,0,1,3,2,1,3,2,1,19
0,1,0,28,55,62,1,1,74,1,1,0,1,1,1,0,0,2,1,9
1,2,0,18,79,62,0,1,67,1,2,0,1,2,0,0,7,2,2,9
2,3,0,24,96,67,0,0,98,0,0,1,0,3,0,1,17,1,2,10
0,3,0,24,78,67,1,0,73,0,1,1,0,3,0,1,9,1,2,10
3,3,0,24,96,67,0,0,98,1,0,1,1,3,0,1,17,1,2,10
0,3,0,24,78,67,1,0,73,1,1,1,1,3,0,1,9,1,2,10
0,2,2,26,92,66,1,1,63,0,2,0,1,2,0,1,5,1,0,15
3,0,0,27,74,66,1,1,48,0,3,0,1,0,0,1,19,1,2,15
1,0,0,18,73,66,0,0,55,0,2,0,1,0,0,1,0,1,2,15
0,2,0,26,92,66,1,1,63,1,2,0,1,2,0,2,5,2,0,15
3,0,0,27,74,66,1,1,48,1,3,0,1,0,0,2,19,2,2,15
1,0,0,18,73,66,0,0,55,1,2,0,1,0,0,2,0,2,2,15
0,2,0,26,92,66,1,1,63,0,2,0,1,2,0,0,5,1,0,15
3,0,0,27,74,66,1,1,48,0,3,0,1,0,0,0,19,1,2,15
1,0,0,18,73,66,0,0,55,0,2,0,1,0,0,0,0,1,2,15
2,1,1,27,54,99,1,0,76,0,1,0,1,1,1,0,18,0,1,25
0,1,1,19,61,99,1,1,74,0,1,0,1,1,2,0,0,0,1,25
2,1,1,25,55,99,0,1,93,0,0,0,1,1,2,0,9,0,0,25
1,3,1,27,87,99,0,1,90,0,0,0,1,3,2,0,7,0,2,25
3,1,1,27,54,99,1,0,76,0,1,0,0,1,1,0,18,2,1,25
1,1,1,19,61,99,1,1,74,0,1,0,0,1,2,0,0,2,1,25
1,1,1,25,55,99,0,1,93,0,0,0,0,1,2,0,9,2,0,25
1,3,1,27,87,99,0,1,90,0,0,0,0,3,2,0,7,2,2,25
3,1,1,27,54,99,1,0,76,1,1,0,1,1,1,1,18,1,1,25
0,1,1,19,61,99,1,1,74,1,1,0,1,1,2,1,0,1,1,25
0,1,1,25,55,99,0,1,93,1,0,0,1,1,2,1,9,1,0,25
0,3,1,27,87,99,0,1,90,1,0,0,1,3,2,1,7,1,2,25
3,1,1,27,54,99,1,0,76,0,1,0,1,1,1,1,18,1,1,25
0,1,1,19,61,99,1,1,74,0,1,0,1,1,2,1,0,1,1,25
1,1,1,25,55,99,0,1,93,0,0,0,1,1,2,1,9,1,0,25
